date,venue,bands/0,bands/1,bands/2,bands/3,bands/4,bands/5,bands/6,bands/7,bands/8,bands/9,bands/10,bands/11,bands/12,bands/13,bands/14,bands/15,bands/16,bands/17
"Sat May 16, 2009",1982,Moscow's On Fire,Stella,Isabella,The Last Resolve,,,,,,,,,,,,,,
"Sat May 16, 2009",Backstage Lounge,Sinister Nasty,Mannequin Made,the french paradox,,,,,,,,,,,,,,,
"Sat May 16, 2009",Brophy's Irish Pub,Used Blues,,,,,,,,,,,,,,,,,
"Sat May 16, 2009",Chunky T's,Willie Green,Old Tenbowl,The Enablers,Grabass Charlestons,The Cheap Thrills,,,,,,,,,,,,,
"Sat May 16, 2009",House Party,Electronic SubSouth Year Five Anniversary Party...,Ars Phoenix,Ironing,Hal McGee,Obfusion,Oddknock,Sarcastic,Sewn Leather,The Viirus,,,,,,,,,
"Sat May 16, 2009",Market Street Pub,The Legendary JC's,Bang Bang Boom,Ampersand,,,,,,,,,,,,,,,
"Sat May 16, 2009",The Kickstand,Assassinate the Scientist ,Aleutian Low,Safety,Elysium,Hey Buddy,,,,,,,,,,,,,
"Sat May 16, 2009",Tim and Terry's,Bo Coker,Succubus,Sweet Serena,Synapse,,,,,,,,,,,,,,
"Sun May 17, 2009",1982,PROTAGONIST,Spanish Gamble,Anchor Arms,Coffee Project,,,,,,,,,,,,,,
"Sun May 17, 2009",Alachua County Fairgrounds,Gainesville Roller Rebels,Bradentucky Bombers,Surfers on Acid,,,,,,,,,,,,,,,
"Sun May 17, 2009",Common Grounds,Michael Burks,,,,,,,,,,,,,,,,,
"Sun May 17, 2009",Radio-100.5 the Buzz,Gainesville Live with D and Glyph,,,,,,,,,,,,,,,,,
"Mon May 18, 2009",1982,Video Game Night,,,,,,,,,,,,,,,,,
"Mon May 18, 2009",Backstage Lounge,Willie Heath Neal,Hollowbody Hellraisers,,,,,,,,,,,,,,,,
"Tue May 19, 2009",1982,Mother/Father,8 Track Automatic,Ars Phoenix,Turn Thieves,,,,,,,,,,,,,,
"Tue May 19, 2009",Wayward Council,Dirty Fist,Marc Hennessey,Lighthouse Music,Reptile Theater,,,,,,,,,,,,,,
"Wed May 20, 2009",1982,SAY WHEN,BoCoker,Call It Conflict,Feed The Bears,Crisis In Hollywood,,,,,,,,,,,,,
"Wed May 20, 2009",Backstage Lounge,Dead Flesh,Toe in the Trigger,Chaotic Theorem,,,,,,,,,,,,,,,
"Thu May 21, 2009",1982,THE ATARIS,Parting Jets For Jazz Men,Victory Blvd,No More,,,,,,,,,,,,,,
"Thu May 21, 2009",Backstage Lounge,The Collapse,Faster Faster,,,,,,,,,,,,,,,,
"Fri May 22, 2009",1982,Ricky Kendall,Sarah Mac Band,dustin pence,Allie Wetzel,,,,,,,,,,,,,,
"Fri May 22, 2009",Atlantic,Morningbell,soft targets,Wait Wait,,,,,,,,,,,,,,,
"Fri May 22, 2009",Backstage Lounge,Dose Of Reality,Broken Self,Last Minute Stars,,,,,,,,,,,,,,,
"Fri May 22, 2009",Tim and Terry's,Saltwater Grass,,,,,,,,,,,,,,,,,
"Fri May 22, 2009",University Club,g.play ,,,,,,,,,,,,,,,,,
"Fri May 22, 2009",Wayward Council,nervous systems,Waylon Thornton & Heavy Hands ,The Platitudes,Savages,,,,,,,,,,,,,,
"Sat May 23, 2009",1982,Shattered Symphony,High Life,+ More TBA,,,,,,,,,,,,,,,
"Sat May 23, 2009",Atlantic,Scum of the Earth,No More,Averkiou,Cassette,,,,,,,,,,,,,,
"Sat May 23, 2009",Backstage Lounge,Sinister Nasty,GROUND,,,,,,,,,,,,,,,,
"Sat May 23, 2009",Market Street Pub,The Pull Out,Alex Baugh & the Crazy Carls,Toy Grenades,,,,,,,,,,,,,,,
"Sun May 24, 2009",Radio-100.5 the Buzz,Gainesville Live w/ D and Glyph,,,,,,,,,,,,,,,,,
"Sun May 24, 2009",Wayward Council,Tubers!,Teenage Triangle ,Diet Cokeheads,Honest Arrow ,,,,,,,,,,,,,,
"Mon May 25, 2009",1982,Video Game Night,,,,,,,,,,,,,,,,,
"Mon May 25, 2009",Warehouse Show,Rabbit Punch,RBTS WIN,,,,,,,,,,,,,,,,
"Mon May 25, 2009",Wayward Council,Witch Hunt,Worlds,Crow's Foot,Baby Teeth,,,,,,,,,,,,,,
"Tue May 26, 2009",1982,Live Stand-Up Comedy and Bands,JC Currais,,,,,,,,,,,,,,,,
"Tue May 26, 2009",Civic Media Center,Paul Baribeau,Samantha & Kyle,"Little High, Little Low",,,,,,,,,,,,,,,
"Tue May 26, 2009",Common Grounds,ISIS,Pelican,Tombs,,,,,,,,,,,,,,,
"Wed May 27, 2009",Backstage Lounge,Clayton Bush,1987,Maniacal Swifty,BATTLE AXE,,,,,,,,,,,,,,
"Wed May 27, 2009",Common Grounds,Mr. LIF,Grieves,Willie Evans Jr.,Scum of the Earth,,,,,,,,,,,,,,
"Wed May 27, 2009",Lightnin' Salvage,Matt Stevens,,,,,,,,,,,,,,,,,
"Wed May 27, 2009",Market Street Pub,Stanton Moore Trio (from Galactic),feat. Robert Walter on keys,Diocious,,,,,,,,,,,,,,,
"Wed May 27, 2009",The Kickstand,Dirty Tactics,Big Attack,SBJ,Douglas Shields and the X Factors,,,,,,,,,,,,,,
"Thu May 28, 2009",1982,Scum of the Earth,DP,OnePointZero w/ DJ SpinTom,Texas Rippa and Norman Beats w/ DJ Technic,,,,,,,,,,,,,,
"Thu May 28, 2009",Backstage Lounge,3rd Stone,Dave Gallo,Irration,,,,,,,,,,,,,,,
"Thu May 28, 2009",Durty Nelly's,Husky Burnette,,,,,,,,,,,,,,,,,
"Thu May 28, 2009",Wayward Council,Brook Pridemore,Vikesh Kapoor,Rio de la Muerte,Little High Little Low ,,,,,,,,,,,,,,
"Fri May 29, 2009",1982,Aleutian Low,At Risk,SBJ,Avocado,,,,,,,,,,,,,,
"Fri May 29, 2009",Atlantic,MOUTH OF THE ARCHITECT,ZOROASTER,MARUTA,coffin dancer,,,,,,,,,,,,,,
"Fri May 29, 2009",Backstage Lounge,Used Blues,Long Strange Day,Marion Crane,,,,,,,,,,,,,,,
"Fri May 29, 2009",Common Grounds,moodhosa,Paxico via Mexico,The Footlights,,,,,,,,,,,,,,,
"Fri May 29, 2009",House Party,Devil Runs the Truckstop,Honest Arrow,"Kermit Roosevelt, Jr.",Lindsey Mills,The Sticky Bandits,,,,,,,,,,,,,
"Fri May 29, 2009",The Kickstand,the french paradox,Dust Congress,Gheistheistler,Squirrel Pool,,,,,,,,,,,,,,
"Fri May 29, 2009",Warehouse Show,Avocado,Picardy Junction,,,,,,,,,,,,,,,,
"Sat May 30, 2009",Atlantic,Liquid Limbs,city of ships,so pastel,worry ship,,,,,,,,,,,,,,
"Sat May 30, 2009",Backstage Lounge,ZZ NOT,Ted Nugent Tribute,Texas Flood,,,,,,,,,,,,,,,
"Sat May 30, 2009",Common Grounds,The Ones to Blame,The Wooden,Have Gun Will Travel,,,,,,,,,,,,,,,
"Sat May 30, 2009",Market Street Pub,Boss Lady and the Company,Savi Fernandez Band,tba,,,,,,,,,,,,,,,
"Sat May 30, 2009",The Kickstand,Assassinate the Scientist ,Coffee Project,The Blacklist Royals,Matt Kurz One,,,,,,,,,,,,,,
"Sat May 30, 2009",Warehouse Show,RBTS WIN,,,,,,,,,,,,,,,,,
"Sun May 31, 2009",1982,The Last Resolve,Vincent Valentine,You Vandal,,,,,,,,,,,,,,,
"Tue June 2, 2009",Civic Media Center,Charity,Cootie Shoot,The Mystery Books,,,,,,,,,,,,,,,
"Wed June 3, 2009",Backstage Lounge,Lux Astra,Sarcastic,Hey Buddy,,,,,,,,,,,,,,,
"Thu June 4, 2009",1982,The Photo Atlas,The Frantic,Shut Up and Dance,Parting Jets for Jazzmen,Tragedy Hero,Love Always,,,,,,,,,,,,
"Thu June 4, 2009",Backstage Lounge,Simone,Selby,At Cliffs End,,,,,,,,,,,,,,,
"Fri June 5, 2009",Atlantic,SPAM ALLSTARS,,,,,,,,,,,,,,,,,
"Fri June 5, 2009",Backstage Lounge,tba,Shattered Symphony,Steel Bridge,,,,,,,,,,,,,,,
"Sat June 6, 2009",Atlantic,the future now,diet cokeheads,Towers of Hanoi,,,,,,,,,,,,,,,
"Sat June 6, 2009",Backstage Lounge,Ghost Of Gloria,Scarlet Armor,Deimos,Lynch the Martyr,,,,,,,,,,,,,,
"Sat June 6, 2009",Civic Media Center,Making Eyes,Sarcastic,Douglas Shield and the X Factors,SBJ,,,,,,,,,,,,,,
"Tue June 9, 2009",Civic Media Center,Grabass Charlestons (acoustic),Coffee Project,Nicole Niglis,,,,,,,,,,,,,,,
"Wed June 10, 2009",Backstage Lounge,We Are Masked,tba,,,,,,,,,,,,,,,,
"Wed June 10, 2009",Common Grounds,Pontiak,Ancient River,,,,,,,,,,,,,,,,
"Thu June 11, 2009",Backstage Lounge,Idols End,Azmyth,The Big City Send Out,,,,,,,,,,,,,,,
"Thu June 11, 2009",Wayward Council,Madeline Ava,Max Weiss,Mrs. Triceratops,Cootie Shot,More TBA,,,,,,,,,,,,,
"Fri June 12, 2009",Atlantic,Terror in Tiny Town,let me run,we're all broken,homemade handgrenade,,,,,,,,,,,,,,
"Fri June 12, 2009",Backstage Lounge,Rojo Diablo,Unchaines Chaos,tba,,,,,,,,,,,,,,,
"Fri June 12, 2009",Common Grounds,mewithoutYou,The Dear Hunter,Bear Colony,,,,,,,,,,,,,,,
"Fri June 12, 2009",Wayward Council,Best Friends Forever,The Winslows,+ More TBA!,,,,,,,,,,,,,,,
"Sat June 13, 2009",Atlantic,The Dead Songwriters,Turn Thieves,clock hands strangle,,,,,,,,,,,,,,,
"Sat June 13, 2009",Backstage Lounge,Dirty Jill,Inveigh,tba,,,,,,,,,,,,,,,
"Sat June 13, 2009",Civic Media Center,Avocado,Building Rockets,Joe's Feral Cats,The Terrazzo 4,,,,,,,,,,,,,,
"Sun June 14, 2009",Wayward Council,Dustin and the Furniture,Wabash,Y Lime?,Waylon Thornton and the Heavy Hands (acoustic),+ More TBA,,,,,,,,,,,,,
"Mon June 15, 2009",Common Grounds,Chuck Ragan (of Hot Water Music),,,,,,,,,,,,,,,,,
"Tue June 16, 2009",Civic Media Center,The Enablers,The Fab Family,,,,,,,,,,,,,,,,
"Wed June 17, 2009",1982,The Explorers Club,Hey!,tba,,,,,,,,,,,,,,,
"Wed June 17, 2009",Backstage Lounge,City In Fiction,Evak,Atom Strange,,,,,,,,,,,,,,,
"Thu June 18, 2009",Backstage Lounge,Legion X,Dirt Messiah,Stryke,,,,,,,,,,,,,,,
"Fri June 19, 2009",Atlantic,80'S DANCE NIGHT W/ DJ DONNA,,,,,,,,,,,,,,,,,
"Fri June 19, 2009",Backstage Lounge,Michael J Weiss,Michael J,,,,,,,,,,,,,,,,
"Fri June 19, 2009",Common Grounds,Frodus,Guiltmaker,So Pastel,,,,,,,,,,,,,,,
"Fri June 19, 2009",Wayward Council,Spraynard,Factors of Four,Assassinate the Scientist ,Andy Riverbed,,,,,,,,,,,,,,
"Sat June 20, 2009",1982,Bayside Acoustic,Andy Jackson,tba,,,,,,,,,,,,,,,
"Sat June 20, 2009",Atlantic,Ars Phoenix,Oh Sanders,Gville Liberation Orchestra,Laserhead,,,,,,,,,,,,,,
"Sat June 20, 2009",Backstage Lounge,tba,,,,,,,,,,,,,,,,,
"Sat June 20, 2009",Common Grounds,John Vanderslive,The Tallest Man On Earth,,,,,,,,,,,,,,,,
"Sat June 20, 2009",Market Street Pub,Bang Bang Boom,The Jaguars,tba,,,,,,,,,,,,,,,
"Sun June 21, 2009",House Party,Assassinate the Scientist ,Circus Circus,Koala-T,Douglas Shields and The X Factors,Spanish Gamble,,,,,,,,,,,,,
"Tue June 23, 2009",Atlantic,The Takers,The Enablers,Lauris Vidal,,,,,,,,,,,,,,,
"Tue June 23, 2009",Civic Media Center,Tiny Mountain,Todd Rockhill,,,,,,,,,,,,,,,,
"Wed June 24, 2009",Backstage Lounge,D.G.N.,Travis McCleod,This Day Forever,,,,,,,,,,,,,,,
"Wed June 24, 2009",Civic Media Center,Nathan Carpenter,The Old Man and His Po'Buckra,Making Eyes,Sarah Carter,,,,,,,,,,,,,,
"Wed June 24, 2009",Common Grounds,Joey Cape (of Lagwagon),Jon Snodgrass (of Drag The River),Cory Branan,,,,,,,,,,,,,,,
"Thu June 25, 2009",Backstage Lounge,Asphalt Valentine,Muphin Chuckrs,10th Concession,,,,,,,,,,,,,,,
"Thu June 25, 2009",Wayward Council,Forever,Full Moon High,Oh Sanders,nervous systems,,,,,,,,,,,,,,
"Fri June 26, 2009",Backstage Lounge,The Banner Year,tba,,,,,,,,,,,,,,,,
"Sat June 27, 2009",Atlantic,D.P.,Artofficial,j-mag,1.0 & DJ spin tom,,,,,,,,,,,,,,
"Sat June 27, 2009",Civic Media Center,Darren Deicide,Jared Thomas Lord,Ark Royal,Bob Sinking,Kiiks,,,,,,,,,,,,,
"Sat June 27, 2009",Common Grounds,Grabass Charlestons,Blacksnake,The Footlights,,,,,,,,,,,,,,,
"Mon June 29, 2009",Wayward Council,Toby Foster,Maryn Jones,Ryan Starinsky,More TBA,,,,,,,,,,,,,,
"Tue June 30, 2009",Atlantic,CHILL WIZARD,WETNURSE,LORD MANTIS,HOT GRAVES,DROAN,,,,,,,,,,,,,
"Tue June 30, 2009",Civic Media Center,Cassette,Averkiou,Cheap Thrills,,,,,,,,,,,,,,,
"Tue June 30, 2009",Common Grounds,The Ones to Blame,Itchy Hearts,Greenland is Melting,The Early Twenties,,,,,,,,,,,,,,
"Tue June 30, 2009",The Venue,Plain White T's,Company of Thieves,Days of Difference,tba,,,,,,,,,,,,,,
"Wed July 1, 2009",1982,Between the Trees,Paint Me Irrational,Shut Up and Dance,A Cover Story,,,,,,,,,,,,,,
"Wed July 1, 2009",Common Grounds,The Starlight Mints,The Evangelicals,,,,,,,,,,,,,,,,
"Thu July 2, 2009",Backstage Lounge,Annie Greene,To All My Dear Freinds,Big Bang Radio,,,,,,,,,,,,,,,
"Thu July 2, 2009",Common Grounds,Bang Bang Boom,,,,,,,,,,,,,,,,,
"Thu July 2, 2009",Wayward Council,Fleabag,more TBA,,,,,,,,,,,,,,,,
"Fri July 3, 2009",Backstage Lounge,Southern Fried Funk,tba,,,,,,,,,,,,,,,,
"Fri July 3, 2009",Wayward Council,Republicorpse,Time To Die,Centuries,Hivemind,,,,,,,,,,,,,,
"Sat July 4, 2009",Atlantic,Averkiou,+ MORE TBA,,,,,,,,,,,,,,,,
"Tue July 7, 2009",Wayward Council,Scum of the Earth,G-Eazy,Sarcastic,,,,,,,,,,,,,,,
"Wed July 8, 2009",Backstage Lounge,Sugar Glyder,Cloud Conquers City,tba,,,,,,,,,,,,,,,
"Thu July 9, 2009",Backstage Lounge,Tetrarch,His Name Was Iron,tba,,,,,,,,,,,,,,,
"Fri July 10, 2009",Atlantic,Mehkago N.T.,Religious As Fuck,Flying Snakes,,,,,,,,,,,,,,,
"Fri July 10, 2009",Common Grounds,Squeaky,,,,,,,,,,,,,,,,,
"Sat July 11, 2009",Atlantic,The Righteous Kind,The Rooze,+ more tba,,,,,,,,,,,,,,,
"Sat July 11, 2009",Common Grounds,Pajameez Jamboree,,,,,,,,,,,,,,,,,
"Sun July 12, 2009",Common Grounds,Torche,Harvey Milk,early Sunday show! Doors at 6,,,,,,,,,,,,,,,
"Wed July 15, 2009",Backstage Lounge,Palentine,tba,,,,,,,,,,,,,,,,
"Fri July 17, 2009",Atlantic,bridges across borders benefit,,,,,,,,,,,,,,,,,
"Fri July 17, 2009",Backstage Lounge,Simone,Local Traffic,tba,,,,,,,,,,,,,,,
"Fri July 17, 2009",Civic Media Center,The Greek Favourites,Buckeye,Armed Metropolis,,,,,,,,,,,,,,,
"Fri July 17, 2009",Common Grounds,Morningbell,,,,,,,,,,,,,,,,,
"Sat July 18, 2009",Backstage Lounge,moodhosa,The Pull Out,Validus,Ghost Of Gloria,,,,,,,,,,,,,,
"Sat July 18, 2009",House Party,Baby Rat,Douglas Shields and the X-Factors,Fruit of the Doom,Jeremy Gloff,MindRise,The Pull Out,Quadrophones,Rabbit Punch,SBJ,,,,,,,,,
"Mon July 20, 2009",Backstage Lounge,Paradise Daze,tba,,,,,,,,,,,,,,,,
"Tue July 21, 2009",1982,Person L,The Gay Blades,,,,,,,,,,,,,,,,
"Thu July 23, 2009",Backstage Lounge,Forever & Never,THC in the Sex Lounge,tba,,,,,,,,,,,,,,,
"Fri July 24, 2009",Atlantic,onepointzero w/ DJ spin tom,d.p.,Cerebral Posse,,,,,,,,,,,,,,,
"Fri July 24, 2009",Common Grounds,The Enablers,,,,,,,,,,,,,,,,,
"Sat July 25, 2009",Backstage Lounge,Coming Undone,tba,,,,,,,,,,,,,,,,
"Sat July 25, 2009",Common Grounds,Colourslide,,,,,,,,,,,,,,,,,
"Tue July 28, 2009",Atlantic,bloody panda,dark castle,+ more tba,,,,,,,,,,,,,,,
"Thu July 30, 2009",Backstage Lounge,A Billion Ernies,tba,,,,,,,,,,,,,,,,
"Sat August 1, 2009",Wayward Council,The Holy Mess,Captain We're Sinking,Assassinate the Scientist ,The Angst,,,,,,,,,,,,,,
"Sun August 2, 2009",Civic Media Center,The Holy Mess,Captain We're Sinking,,,,,,,,,,,,,,,,
"Wed August 5, 2009",Common Grounds,John Brown's Body,Passafire,Hours Eastly,,,,,,,,,,,,,,,
"Sat August 8, 2009",Atlantic,lineup coming soon,,,,,,,,,,,,,,,,,
"Mon August 10, 2009",Wayward Council,Onemanband,Goddamned Us Holy Mammoth,,,,,,,,,,,,,,,,
"Wed August 19, 2009",Backstage Lounge,Nomadic Sun,Together Tomorrow,tba,,,,,,,,,,,,,,,
"Fri September 4, 2009",Common Grounds,Morningbell,,,,,,,,,,,,,,,,,
"Thu September 24, 2009",Backstage Lounge,OMAS WERGE,tba,,,,,,,,,,,,,,,,
"Tue December 21, 2010",Backstage Lounge,K A R A O K E,,,,,,,,,,,,,,,,,
"Tue December 21, 2010",Civic Media Center,Dirty Fist,Searching for Something We Know Not What,Rattler Snake,,,,,,,,,,,,,,,
"Tue December 21, 2010",Common Grounds,Brewster Baker,Free Chili with admission,,,,,,,,,,,,,,,,
"Wed December 22, 2010",1982,Bearstronaut,The Neighborhood Watch,Sweet Babies,The Banditos,Fick,,,,,,,,,,,,,
"Wed December 22, 2010",Backstage Lounge,GUITAR HERO competition,The False Flagz,,,,,,,,,,,,,,,,
"Thu December 23, 2010",Backstage Lounge,The Young Maths,Modern Cavalier,tba,,,,,,,,,,,,,,,
"Wed March 17, 2010",1982,The Early Twenties,Rachael Miles,Unarmed Monster,The Ones to Blame,,,,,,,,,,,,,,
"Wed March 17, 2010",Backstage Lounge,White Knuckle Mode,Laid In Stone,,,,,,,,,,,,,,,,
"Wed March 17, 2010",Common Grounds,The Mercury Program,Fin Fang Foom,Averkiou,,,,,,,,,,,,,,,
"Wed March 17, 2010",Warehouse Show,Greenland is Melting,Rain Train and the Igneous Ripple ,,,,,,,,,,,,,,,,
"Wed March 17, 2010",Wayward Council,Canis Soup,Horns Over Babylon,KEGSTAND,Auslander,,,,,,,,,,,,,,
"Thu March 18, 2010",1982,Half Track,Full Service ,Maxim,Benny C,,,,,,,,,,,,,,
"Thu March 18, 2010",Backstage Lounge,Within Arms Reach,Cloud Conquers City,Downside,,,,,,,,,,,,,,,
"Fri March 19, 2010",1982,Ancient River,Savages,Ampline,Daikaiju,When Pigs Fly,,,,,,,,,,,,,
"Fri March 19, 2010",Backstage Lounge,GHOST OF GLORIA,Dirty Hammock,Slow Motion Killers,Seeking Sui,,,,,,,,,,,,,,
"Fri March 19, 2010",Common Grounds,The Takers,Matt Butcher,Christina Wagner,,,,,,,,,,,,,,,
"Fri March 19, 2010",Shooting Star,Acoustic Roots with  Jimmy Kinzer,,,,,,,,,,,,,,,,,
"Fri March 19, 2010",UF - School of Music,UnBalanced Connection 45 feat...,Tyler Capp,Travis Garrison,"Yunkyung Hong, Emily Kimball",Paul Koonce,Sean Peuquet,Paul Pino,Braxton Sherouse,Chester Udell & Laura Oxendine,Jorge Elias Variego,,,,,,,,
"Fri March 19, 2010",Wayward Council,To All My Dear Friends,Monster,Cootie Shot,The Invisible Dolphin,The Hifi Envelope,,,,,,,,,,,,,
"Sat March 20, 2010",1982,The Great Take Back,Kadets,Gainesville Bullet Band,,,,,,,,,,,,,,,
"Sat March 20, 2010",Atlantic,Morningbell,Paxico via Mexico,Dave Daniels & the PTA,Devon Stuart of the Takers,,,,,,,,,,,,,,
"Sat March 20, 2010",Backstage Lounge,W H I P L A S H,5 Day Beginning,The MANOR,,,,,,,,,,,,,,,
"Sat March 20, 2010",Civic Media Center,Joe's Feral Cats,Indian River Fruit,And The Giraffe,,,,,,,,,,,,,,,
"Sat March 20, 2010",Common Grounds,Diocious,Hip Abduction,MindRise,The First Street Heat,,,,,,,,,,,,,,
"Sat March 20, 2010",Market Street Pub,The Pull Out,Brothavibe,Mondoburger,,,,,,,,,,,,,,,
"Sat March 20, 2010",Shooting Star,Rachael Miles Band,Mike Dorsey (The Impossible Shoelace),Luke Wessner (The Early Twenties),Sasa RA,Camryn Wessner (Victory Blvd),Charles Ray (The Righteous Kind),DJ EeZay,,,,,,,,,,,
"Sat March 20, 2010",The Laboratory,Future Music Society Showcase #5 feat...,birdfeeder,j.thelonious,The Skraelings,,,,,,,,,,,,,,
"Sat March 20, 2010",Tim and Terry's,The Word,The Munchees,,,,,,,,,,,,,,,,
"Sun March 21, 2010",Backstage Lounge,MOODHOSA,THE PULL OUT,,,,,,,,,,,,,,,,
"Sun March 21, 2010",Common Grounds,,Tubers,So Pastel,Nut Nut,,,,,,,,,,,,,,
"Mon March 22, 2010",1982,Free Video Game Night featuring $1 beers!,,,,,,,,,,,,,,,,,
"Mon March 22, 2010",Warehouse Show,Simon Joyner & the Parachutes,Planet Canvas,,,,,,,,,,,,,,,,
"Tue March 23, 2010",1982,Free Stand-Up Comedy Show!,,,,,,,,,,,,,,,,,
"Tue March 23, 2010",Atlantic,Pilly Wete,500 Miles to Memphis,Building Rockets,tin heart,,,,,,,,,,,,,,
"Tue March 23, 2010",Backstage Lounge,K A R A O K E !!,,,,,,,,,,,,,,,,,
"Tue March 23, 2010",Common Grounds,The Future Now,Wild Yaks,cutman,,,,,,,,,,,,,,,
"Wed March 24, 2010",Backstage Lounge,AZ,The Greater Rebellion,Broken Cause,,,,,,,,,,,,,,,
"Wed March 24, 2010",Common Grounds,Pizza Fish CD Listening Party,,,,,,,,,,,,,,,,,
"Wed March 24, 2010",Downtown Plaza,Cinnamon Hill,,,,,,,,,,,,,,,,,
"Wed March 24, 2010",Wayward Council,Prince Rama of Ayodhya,Quilt,Many Mansions,Canis Soup,,,,,,,,,,,,,,
"Tue June 28, 2011",Backstage Lounge,K A R A O K E w/ Ed Card,,,,,,,,,,,,,,,,,
"Wed June 29, 2011",Backstage Lounge,OPEN MIC WED Hosted by Shawn Manley from WHIPLASH,,,,,,,,,,,,,,,,,
"Wed June 29, 2011",Civic Media Center,The Ex-Boogeymen,Nailed Down,Justin Gray ,,,,,,,,,,,,,,,
"Wed June 29, 2011",Warehouse Show,The Dead Darlings,,,,,,,,,,,,,,,,,
"Thu June 30, 2011",1982,Wretched,Silence the Messenger,local guests,,,,,,,,,,,,,,,
"Thu June 30, 2011",Backstage Lounge,tba,All In,Thieves In Exile,,,,,,,,,,,,,,,
"Thu June 30, 2011",The Laboratory,Stimulated Emission Of Intoxication >SCIENCE NIGHT,Nicole Miglis,,,,,,,,,,,,,,,,
"Fri July 1, 2011",1982,Bang Bang Boom,Coffee Project,Fick,8 Track Automatic,Black Box Jungle,Giselle,,,,,,,,,,,,
"Fri July 1, 2011",Atlantic,All Request 80's w/ DJ DONNA,,,,,,,,,,,,,,,,,
"Fri July 1, 2011",Backstage Lounge,Great American Suicide,Sound Grenade,Vanessa Diaz,,,,,,,,,,,,,,,
"Fri July 1, 2011",The Laboratory,Ice Cream,Animal Tropical,Tree Hopping,,,,,,,,,,,,,,,
"Sat July 2, 2011",1982,Kadets,Paint Me Irrational,Booger,Beyond the Rise,Media Blitz,,,,,,,,,,,,,
"Sat July 2, 2011",Atlantic,Pseudo Kids,Davis,Micro MGMT,Primitive Boys,,,,,,,,,,,,,,
"Sat July 2, 2011",Backstage Lounge,Urizen,Nation Against The Oppressor,HUMAN FACTORS LAB,,,,,,,,,,,,,,,
"Sat July 2, 2011",Mars Pub and Laser Tag,LARF,Hivemind,Damages,Heist,Fingers Crossed,Bad,True Life,Worn Out,Lower,,,,,,,,,
"Sat July 2, 2011",The Laboratory,The Lunars,The Young Hookers,Ian And The Holy Ghosts,Party Drag,,,,,,,,,,,,,,
"Mon July 4, 2011",Backstage Lounge,K A R A O K E w/ Ed Card,,,,,,,,,,,,,,,,,
"Mon July 4, 2011",The Laboratory,Tom Miller Unspectacular (Open Mic),,,,,,,,,,,,,,,,,
"Tue July 5, 2011",Backstage Lounge,K A R A O K E w/ Ed Card,,,,,,,,,,,,,,,,,
"Sat March 5, 2011",1982,The Dirty Lowdowns,Dead Cat Lounge,Carpadium,Deep Sea Lights,Cortez & the Aztecs,,,,,,,,,,,,,
"Sat March 5, 2011",Atlantic,The Beauvilles,Josh Roberts & the Hinges,The Haps,Far Away Planes,,,,,,,,,,,,,,
"Sat March 5, 2011",Backstage Lounge,SOLKRY,New Day,Erode,Seventh Day Assult,,,,,,,,,,,,,,
"Sat March 5, 2011",Civic Media Center,Chris Castle,Womack Family Band,,,,,,,,,,,,,,,,
"Sat March 5, 2011",Common Grounds,As I Lay Dying,Winds of Plague,After the Burial,Nausicaa,,,,,,,,,,,,,,
"Sat March 5, 2011",House Party,Black Chicken,Timothy Wind,Tracey Trance,Russian Tsarlag,,,,,,,,,,,,,,
"Sat March 5, 2011",The Laboratory,355.NOISE.07 feat...,ASTMA,Blue Sausage Infant,Bryan Eubanks,Hal McGee,Promute,Violet,,,,,,,,,,,
"Mon March 7, 2011",Backstage Lounge,K A R A O K E with Ed Card,,,,,,,,,,,,,,,,,
"Mon March 7, 2011",The Laboratory,Jack Topht,,,,,,,,,,,,,,,,,
"Tue March 8, 2011",Atlantic,Country Mice,Mini Prophets,Young Buffalo,Hear Hums,,,,,,,,,,,,,,
"Tue March 8, 2011",Backstage Lounge,K A R A O K E with Ed Card,,,,,,,,,,,,,,,,,
"Tue March 8, 2011",Common Grounds,Rocky Votolato,Matt Pond,,,,,,,,,,,,,,,,
"Wed March 9, 2011",1982,Dear Mr. Anderson,New City Lions,Alexander,GDH,,,,,,,,,,,,,,
"Wed March 9, 2011",Civic Media Center,Llanten,Travis Johnson,Jill Burton,David Kirby,Atomic Populist Melt Machine,,,,,,,,,,,,,
"Wed March 9, 2011",Common Grounds,Kadets,Camp Kidneys,Sleeping Spiders,You Blew It!,,,,,,,,,,,,,,
"Wed March 9, 2011",Wayward Council,Lord Green,Skunk Ape,Bedwetter,Radiation,,,,,,,,,,,,,,
"Thu March 10, 2011",1982,Fick,Far Away Planes,Plus more TBA,,,,,,,,,,,,,,,
"Thu March 10, 2011",Common Grounds,Kill Miss Pretty,Hollowbody Hellraisers,Julie Gribble,,,,,,,,,,,,,,,
"Thu March 10, 2011",The Laboratory,Doldrums,Grimes,Hear Hums,Ostral,,,,,,,,,,,,,,
"Fri March 11, 2011",1982,Red Collar,Yo! Banana Boy,Plus more TBA,,,,,,,,,,,,,,,
"Fri March 11, 2011",Atlantic,Greenland is Melting,Lighthouse Music,Jane Jane Pollock,Oh Fortuna,,,,,,,,,,,,,,
"Fri March 11, 2011",Backstage Lounge,Tri-Maris,Rick Ryan Band,Secret Society in Smaller Lies,,,,,,,,,,,,,,,
